Request id,Pickup point,Driver id,Status,Request Date & Time,Drop Date & Time,Request Date,Request Time,Drop Date,Drop Time,Request Hour,Time Slot,Trip Completed
6003,Airport,184,Trip Completed,15/07/2016 12:09:01,15/07/2016 12:57:34,15/07/2016,12:09:01,15/07/2016,12:57:34,12,Day,Yes
6663,Airport,184,Trip Completed,15/07/2016 22:22:03,15/07/2016 23:03:25,15/07/2016,22:22:03,15/07/2016,23:03:25,22,Evening,Yes
616,Airport,185,Trip Completed,07/11/2016 12:05:00,07/11/2016 12:48:00,11/7/2016,12:05:00,11/7/2016,12:48:00,12,Day,Yes
1056,City,185,Trip Completed,07/11/2016 19:49:00,07/11/2016 20:28:00,11/7/2016,19:49:00,11/7/2016,20:28:00,19,Evening,Yes
1903,City,185,Trip Completed,07/12/2016 10:36:00,07/12/2016 11:32:00,12/7/2016,10:36:00,12/7/2016,11:32:00,10,Day,Yes
2643,City,185,Trip Completed,07/12/2016 22:37:00,07/12/2016 23:34:00,12/7/2016,22:37:00,12/7/2016,23:34:00,22,Evening,Yes
3291,City,185,Trip Completed,13/07/2016 11:10:05,13/07/2016 12:31:07,13/07/2016,11:10:05,13/07/2016,12:31:07,11,Day,Yes
3965,Airport,185,Trip Completed,13/07/2016 22:50:47,13/07/2016 23:20:24,13/07/2016,22:50:47,13/07/2016,23:20:24,22,Evening,Yes
4007,City,185,Trip Completed,13/07/2016 23:46:19,14/07/2016 00:23:39,13/07/2016,23:46:19,14/07/2016,0:23:39,23,Evening,Yes
4234,City,185,Trip Completed,14/07/2016 05:59:10,14/07/2016 07:01:16,14/07/2016,5:59:10,14/07/2016,7:01:16,5,Morning,Yes
4388,Airport,185,Trip Completed,14/07/2016 07:50:14,14/07/2016 08:48:46,14/07/2016,7:50:14,14/07/2016,8:48:46,7,Morning,Yes
4964,City,185,Trip Completed,14/07/2016 18:34:51,14/07/2016 19:13:08,14/07/2016,18:34:51,14/07/2016,19:13:08,18,Evening,Yes
5544,City,185,Trip Completed,15/07/2016 05:23:42,15/07/2016 05:56:52,15/07/2016,5:23:42,15/07/2016,5:56:52,5,Morning,Yes
6217,City,185,Trip Completed,15/07/2016 17:33:50,15/07/2016 18:00:13,15/07/2016,17:33:50,15/07/2016,18:00:13,17,Evening,Yes
1345,Airport,186,Trip Completed,07/11/2016 23:37:00,07/12/2016 00:09:00,11/7/2016,23:37:00,12/7/2016,0:09:00,23,Evening,Yes
1874,Airport,186,Trip Completed,07/12/2016 09:56:00,07/12/2016 10:42:00,12/7/2016,9:56:00,12/7/2016,10:42:00,9,Morning,Yes
2413,City,186,Trip Completed,07/12/2016 20:02:00,07/12/2016 21:16:00,12/7/2016,20:02:00,12/7/2016,21:16:00,20,Evening,Yes
3068,City,186,Trip Completed,13/07/2016 07:59:50,13/07/2016 08:49:05,13/07/2016,7:59:50,13/07/2016,8:49:05,7,Morning,Yes
3452,City,186,Trip Completed,13/07/2016 16:52:55,13/07/2016 17:25:52,13/07/2016,16:52:55,13/07/2016,17:25:52,16,Day,Yes
4031,City,186,Trip Completed,14/07/2016 00:22:54,14/07/2016 00:55:13,14/07/2016,0:22:54,14/07/2016,0:55:13,0,Late Night,Yes
4438,Airport,186,Trip Completed,14/07/2016 08:27:23,14/07/2016 09:12:29,14/07/2016,8:27:23,14/07/2016,9:12:29,8,Morning,Yes
5521,Airport,186,Trip Completed,15/07/2016 05:19:12,15/07/2016 06:27:48,15/07/2016,5:19:12,15/07/2016,6:27:48,5,Morning,Yes
5832,City,186,Trip Completed,15/07/2016 09:00:26,15/07/2016 09:55:12,15/07/2016,9:00:26,15/07/2016,9:55:12,9,Morning,Yes
5990,Airport,186,Trip Completed,15/07/2016 11:43:12,15/07/2016 12:40:49,15/07/2016,11:43:12,15/07/2016,12:40:49,11,Day,Yes
6254,City,186,Trip Completed,15/07/2016 17:57:37,15/07/2016 18:50:37,15/07/2016,17:57:37,15/07/2016,18:50:37,17,Evening,Yes
320,City,187,Trip Completed,07/11/2016 07:32:00,07/11/2016 08:44:00,11/7/2016,7:32:00,11/7/2016,8:44:00,7,Morning,Yes
717,City,187,Trip Completed,07/11/2016 14:52:00,07/11/2016 15:46:00,11/7/2016,14:52:00,11/7/2016,15:46:00,14,Day,Yes
2074,City,187,Trip Completed,07/12/2016 15:32:00,07/12/2016 16:24:00,12/7/2016,15:32:00,12/7/2016,16:24:00,15,Day,Yes
4576,Airport,187,Trip Completed,14/07/2016 09:57:29,14/07/2016 11:13:05,14/07/2016,9:57:29,14/07/2016,11:13:05,9,Morning,Yes
5503,City,187,Trip Completed,15/07/2016 05:11:38,15/07/2016 06:01:35,15/07/2016,5:11:38,15/07/2016,6:01:35,5,Morning,Yes
173,City,188,Trip Completed,07/11/2016 05:45:00,07/11/2016 06:30:00,11/7/2016,5:45:00,11/7/2016,6:30:00,5,Morning,Yes
698,City,188,Trip Completed,07/11/2016 14:00:00,07/11/2016 14:49:00,11/7/2016,14:00:00,11/7/2016,14:49:00,14,Day,Yes
2039,Airport,188,Trip Completed,07/12/2016 14:29:00,07/12/2016 15:18:00,12/7/2016,14:29:00,12/7/2016,15:18:00,14,Day,Yes
2467,Airport,188,Trip Completed,07/12/2016 20:34:00,07/12/2016 21:41:00,12/7/2016,20:34:00,12/7/2016,21:41:00,20,Evening,Yes
2676,Airport,188,Trip Completed,07/12/2016 23:53:00,13/07/2016 00:26:55,12/7/2016,23:53:00,13/07/2016,0:26:55,23,Evening,Yes
3038,City,188,Trip Completed,13/07/2016 07:37:29,13/07/2016 08:33:39,13/07/2016,7:37:29,13/07/2016,8:33:39,7,Morning,Yes
4003,Airport,188,Trip Completed,13/07/2016 23:40:51,14/07/2016 00:38:46,13/07/2016,23:40:51,14/07/2016,0:38:46,23,Evening,Yes
4126,City,188,Trip Completed,14/07/2016 04:40:41,14/07/2016 05:53:29,14/07/2016,4:40:41,14/07/2016,5:53:29,4,Late Night,Yes
4611,City,188,Trip Completed,14/07/2016 10:34:17,14/07/2016 11:19:06,14/07/2016,10:34:17,14/07/2016,11:19:06,10,Day,Yes
4975,City,188,Trip Completed,14/07/2016 18:42:37,14/07/2016 19:18:51,14/07/2016,18:42:37,14/07/2016,19:18:51,18,Evening,Yes
5664,City,188,Trip Completed,15/07/2016 07:03:01,15/07/2016 07:46:59,15/07/2016,7:03:01,15/07/2016,7:46:59,7,Morning,Yes
6006,Airport,188,Trip Completed,15/07/2016 12:17:49,15/07/2016 13:25:21,15/07/2016,12:17:49,15/07/2016,13:25:21,12,Day,Yes
6329,City,188,Trip Completed,15/07/2016 18:43:35,15/07/2016 19:36:59,15/07/2016,18:43:35,15/07/2016,19:36:59,18,Evening,Yes
2779,Airport,189,Trip Completed,13/07/2016 04:46:08,13/07/2016 05:41:19,13/07/2016,4:46:08,13/07/2016,5:41:19,4,Late Night,Yes
4216,Airport,189,Trip Completed,14/07/2016 05:38:23,14/07/2016 06:36:36,14/07/2016,5:38:23,14/07/2016,6:36:36,5,Morning,Yes
4711,Airport,189,Trip Completed,14/07/2016 13:18:22,14/07/2016 13:56:11,14/07/2016,13:18:22,14/07/2016,13:56:11,13,Day,Yes
4825,City,189,Trip Completed,14/07/2016 17:22:06,14/07/2016 18:17:49,14/07/2016,17:22:06,14/07/2016,18:17:49,17,Evening,Yes
6175,City,189,Trip Completed,15/07/2016 16:55:44,15/07/2016 17:49:26,15/07/2016,16:55:44,15/07/2016,17:49:26,16,Day,Yes
2445,City,190,Trip Completed,07/12/2016 20:18:00,07/12/2016 21:04:00,12/7/2016,20:18:00,12/7/2016,21:04:00,20,Evening,Yes
2714,Airport,190,Trip Completed,13/07/2016 01:52:50,13/07/2016 02:51:32,13/07/2016,1:52:50,13/07/2016,2:51:32,1,Late Night,Yes
3089,Airport,190,Trip Completed,13/07/2016 08:11:13,13/07/2016 08:53:42,13/07/2016,8:11:13,13/07/2016,8:53:42,8,Morning,Yes
3462,Airport,190,Trip Completed,13/07/2016 17:10:30,13/07/2016 17:52:31,13/07/2016,17:10:30,13/07/2016,17:52:31,17,Evening,Yes
4462,Airport,190,Trip Completed,14/07/2016 08:40:30,14/07/2016 09:22:57,14/07/2016,8:40:30,14/07/2016,9:22:57,8,Morning,Yes
4698,City,190,Trip Completed,14/07/2016 13:07:35,14/07/2016 14:13:30,14/07/2016,13:07:35,14/07/2016,14:13:30,13,Day,Yes
5098,Airport,190,Trip Completed,14/07/2016 19:50:28,14/07/2016 20:27:04,14/07/2016,19:50:28,14/07/2016,20:27:04,19,Evening,Yes
6711,City,190,Trip Completed,15/07/2016 23:07:06,16/07/2016 00:11:21,15/07/2016,23:07:06,16/07/2016,0:11:21,23,Evening,Yes
146,Airport,191,Trip Completed,07/11/2016 05:29:00,07/11/2016 06:08:00,11/7/2016,5:29:00,11/7/2016,6:08:00,5,Morning,Yes
652,Airport,191,Trip Completed,07/11/2016 12:43:00,07/11/2016 13:29:00,11/7/2016,12:43:00,11/7/2016,13:29:00,12,Day,Yes
1947,Airport,191,Trip Completed,07/12/2016 11:33:00,07/12/2016 12:09:00,12/7/2016,11:33:00,12/7/2016,12:09:00,11,Day,Yes
2236,Airport,191,Trip Completed,07/12/2016 18:16:00,07/12/2016 19:07:00,12/7/2016,18:16:00,12/7/2016,19:07:00,18,Evening,Yes
3393,City,191,Trip Completed,13/07/2016 14:42:19,13/07/2016 15:58:37,13/07/2016,14:42:19,13/07/2016,15:58:37,14,Day,Yes
4577,Airport,191,Trip Completed,14/07/2016 09:54:17,14/07/2016 10:58:21,14/07/2016,9:54:17,14/07/2016,10:58:21,9,Morning,Yes
4932,City,191,Trip Completed,14/07/2016 18:17:33,14/07/2016 18:53:49,14/07/2016,18:17:33,14/07/2016,18:53:49,18,Evening,Yes
5419,City,191,Trip Completed,15/07/2016 02:01:30,15/07/2016 02:34:12,15/07/2016,2:01:30,15/07/2016,2:34:12,2,Late Night,Yes
5766,City,191,Trip Completed,15/07/2016 08:19:48,15/07/2016 09:18:32,15/07/2016,8:19:48,15/07/2016,9:18:32,8,Morning,Yes
6261,Airport,191,Trip Completed,15/07/2016 18:07:05,15/07/2016 19:07:36,15/07/2016,18:07:05,15/07/2016,19:07:36,18,Evening,Yes
800,Airport,192,Trip Completed,07/11/2016 17:13:00,07/11/2016 17:56:00,11/7/2016,17:13:00,11/7/2016,17:56:00,17,Evening,Yes
1484,Airport,192,Trip Completed,07/12/2016 05:19:00,07/12/2016 05:55:00,12/7/2016,5:19:00,12/7/2016,5:55:00,5,Morning,Yes
1989,Airport,192,Trip Completed,07/12/2016 12:30:00,07/12/2016 13:01:00,12/7/2016,12:30:00,12/7/2016,13:01:00,12,Day,Yes
3850,Airport,192,Trip Completed,13/07/2016 21:27:22,13/07/2016 22:05:11,13/07/2016,21:27:22,13/07/2016,22:05:11,21,Evening,Yes
4441,City,192,Trip Completed,14/07/2016 08:32:09,14/07/2016 09:19:29,14/07/2016,8:32:09,14/07/2016,9:19:29,8,Morning,Yes
4783,Airport,192,Trip Completed,14/07/2016 16:34:22,14/07/2016 17:21:26,14/07/2016,16:34:22,14/07/2016,17:21:26,16,Day,Yes
392,Airport,193,Trip Completed,07/11/2016 08:23:00,07/11/2016 09:10:00,11/7/2016,8:23:00,11/7/2016,9:10:00,8,Morning,Yes
653,City,193,Trip Completed,07/11/2016 12:47:00,07/11/2016 13:53:00,11/7/2016,12:47:00,11/7/2016,13:53:00,12,Day,Yes
1283,City,193,Trip Completed,07/11/2016 22:09:00,07/11/2016 23:18:00,11/7/2016,22:09:00,11/7/2016,23:18:00,22,Evening,Yes
1860,City,193,Trip Completed,07/12/2016 09:55:00,07/12/2016 10:32:00,12/7/2016,9:55:00,12/7/2016,10:32:00,9,Morning,Yes
1910,Airport,193,Trip Completed,07/12/2016 10:41:00,07/12/2016 11:27:00,12/7/2016,10:41:00,12/7/2016,11:27:00,10,Day,Yes
2259,Airport,193,Trip Completed,07/12/2016 18:30:00,07/12/2016 19:36:00,12/7/2016,18:30:00,12/7/2016,19:36:00,18,Evening,Yes
2752,Airport,193,Trip Completed,13/07/2016 03:37:35,13/07/2016 04:19:45,13/07/2016,3:37:35,13/07/2016,4:19:45,3,Late Night,Yes
3385,City,193,Trip Completed,13/07/2016 14:33:34,13/07/2016 15:21:25,13/07/2016,14:33:34,13/07/2016,15:21:25,14,Day,Yes
4915,Airport,193,Trip Completed,14/07/2016 18:12:32,14/07/2016 19:07:04,14/07/2016,18:12:32,14/07/2016,19:07:04,18,Evening,Yes
5957,Airport,193,Trip Completed,15/07/2016 10:46:03,15/07/2016 11:26:56,15/07/2016,10:46:03,15/07/2016,11:26:56,10,Day,Yes
5992,City,193,Trip Completed,15/07/2016 11:54:17,15/07/2016 12:39:52,15/07/2016,11:54:17,15/07/2016,12:39:52,11,Day,Yes
6160,Airport,193,Trip Completed,15/07/2016 16:30:16,15/07/2016 17:39:38,15/07/2016,16:30:16,15/07/2016,17:39:38,16,Day,Yes
21,Airport,194,Trip Completed,07/11/2016 01:29:00,07/11/2016 02:05:00,11/7/2016,1:29:00,11/7/2016,2:05:00,1,Late Night,Yes
106,City,194,Trip Completed,07/11/2016 05:06:00,07/11/2016 05:38:00,11/7/2016,5:06:00,11/7/2016,5:38:00,5,Morning,Yes
512,Airport,194,Trip Completed,07/11/2016 09:47:00,07/11/2016 10:55:00,11/7/2016,9:47:00,11/7/2016,10:55:00,9,Morning,Yes
760,City,194,Trip Completed,07/11/2016 16:16:00,07/11/2016 16:54:00,11/7/2016,16:16:00,11/7/2016,16:54:00,16,Day,Yes
1098,City,194,Trip Completed,07/11/2016 20:15:00,07/11/2016 21:03:00,11/7/2016,20:15:00,11/7/2016,21:03:00,20,Evening,Yes
1314,Airport,194,Trip Completed,07/11/2016 22:44:00,07/11/2016 23:51:00,11/7/2016,22:44:00,11/7/2016,23:51:00,22,Evening,Yes
2746,Airport,194,Trip Completed,13/07/2016 03:14:15,13/07/2016 04:00:42,13/07/2016,3:14:15,13/07/2016,4:00:42,3,Late Night,Yes
3140,Airport,194,Trip Completed,13/07/2016 08:48:42,13/07/2016 09:41:31,13/07/2016,8:48:42,13/07/2016,9:41:31,8,Morning,Yes
3314,City,194,Trip Completed,13/07/2016 12:06:57,13/07/2016 12:50:35,13/07/2016,12:06:57,13/07/2016,12:50:35,12,Day,Yes
4157,Airport,194,Trip Completed,14/07/2016 05:04:53,14/07/2016 05:32:44,14/07/2016,5:04:53,14/07/2016,5:32:44,5,Morning,Yes
5340,Airport,194,Trip Completed,14/07/2016 22:32:15,14/07/2016 23:44:30,14/07/2016,22:32:15,14/07/2016,23:44:30,22,Evening,Yes
6257,Airport,194,Trip Completed,15/07/2016 18:03:39,15/07/2016 19:04:43,15/07/2016,18:03:39,15/07/2016,19:04:43,18,Evening,Yes
564,Airport,195,Trip Completed,07/11/2016 10:20:00,07/11/2016 11:23:00,11/7/2016,10:20:00,11/7/2016,11:23:00,10,Day,Yes
1271,Airport,195,Trip Completed,07/11/2016 22:00:00,07/11/2016 22:38:00,11/7/2016,22:00:00,11/7/2016,22:38:00,22,Evening,Yes
1647,Airport,195,Trip Completed,07/12/2016 07:13:00,07/12/2016 07:51:00,12/7/2016,7:13:00,12/7/2016,7:51:00,7,Morning,Yes
2767,Airport,195,Trip Completed,13/07/2016 04:07:13,13/07/2016 04:59:15,13/07/2016,4:07:13,13/07/2016,4:59:15,4,Late Night,Yes
3646,Airport,195,Trip Completed,13/07/2016 19:11:00,13/07/2016 19:48:13,13/07/2016,19:11:00,13/07/2016,19:48:13,19,Evening,Yes
4865,Airport,195,Trip Completed,14/07/2016 17:37:10,14/07/2016 18:57:28,14/07/2016,17:37:10,14/07/2016,18:57:28,17,Evening,Yes
6055,Airport,195,Trip Completed,15/07/2016 13:35:34,15/07/2016 14:32:22,15/07/2016,13:35:34,15/07/2016,14:32:22,13,Day,Yes
6679,Airport,195,Trip Completed,15/07/2016 22:26:08,15/07/2016 23:08:05,15/07/2016,22:26:08,15/07/2016,23:08:05,22,Evening,Yes
283,Airport,196,Trip Completed,07/11/2016 07:01:00,07/11/2016 07:32:00,11/7/2016,7:01:00,11/7/2016,7:32:00,7,Morning,Yes
489,City,196,Trip Completed,07/11/2016 09:29:00,07/11/2016 10:21:00,11/7/2016,9:29:00,11/7/2016,10:21:00,9,Morning,Yes
1559,Airport,196,Trip Completed,07/12/2016 06:09:00,07/12/2016 06:53:00,12/7/2016,6:09:00,12/7/2016,6:53:00,6,Morning,Yes
2545,Airport,196,Trip Completed,07/12/2016 21:20:00,07/12/2016 21:53:00,12/7/2016,21:20:00,12/7/2016,21:53:00,21,Evening,Yes
3333,City,196,Trip Completed,13/07/2016 12:35:14,13/07/2016 13:41:52,13/07/2016,12:35:14,13/07/2016,13:41:52,12,Day,Yes
4037,Airport,196,Trip Completed,14/07/2016 00:32:45,14/07/2016 01:17:01,14/07/2016,0:32:45,14/07/2016,1:17:01,0,Late Night,Yes
4578,Airport,196,Trip Completed,14/07/2016 09:59:09,14/07/2016 11:03:54,14/07/2016,9:59:09,14/07/2016,11:03:54,9,Morning,Yes
4664,City,196,Trip Completed,14/07/2016 12:23:06,14/07/2016 12:58:01,14/07/2016,12:23:06,14/07/2016,12:58:01,12,Day,Yes
4756,City,196,Trip Completed,14/07/2016 15:20:35,14/07/2016 16:23:03,14/07/2016,15:20:35,14/07/2016,16:23:03,15,Day,Yes
5843,Airport,196,Trip Completed,15/07/2016 09:10:25,15/07/2016 09:36:13,15/07/2016,9:10:25,15/07/2016,9:36:13,9,Morning,Yes
6045,City,196,Trip Completed,15/07/2016 13:19:25,15/07/2016 14:00:39,15/07/2016,13:19:25,15/07/2016,14:00:39,13,Day,Yes
6735,Airport,196,Trip Completed,15/07/2016 23:35:13,16/07/2016 00:11:44,15/07/2016,23:35:13,16/07/2016,0:11:44,23,Evening,Yes
335,City,197,Trip Completed,07/11/2016 07:39:00,07/11/2016 08:23:00,11/7/2016,7:39:00,11/7/2016,8:23:00,7,Morning,Yes
558,City,197,Trip Completed,07/11/2016 10:15:00,07/11/2016 11:12:00,11/7/2016,10:15:00,11/7/2016,11:12:00,10,Day,Yes
844,City,197,Trip Completed,07/11/2016 17:38:00,07/11/2016 18:48:00,11/7/2016,17:38:00,11/7/2016,18:48:00,17,Evening,Yes
1186,City,197,Trip Completed,07/11/2016 21:05:00,07/11/2016 22:16:00,11/7/2016,21:05:00,11/7/2016,22:16:00,21,Evening,Yes
1705,City,197,Trip Completed,07/12/2016 08:08:00,07/12/2016 09:00:00,12/7/2016,8:08:00,12/7/2016,9:00:00,8,Morning,Yes
2469,Airport,197,Trip Completed,07/12/2016 20:43:00,07/12/2016 21:35:00,12/7/2016,20:43:00,12/7/2016,21:35:00,20,Evening,Yes
2975,Airport,197,Trip Completed,13/07/2016 06:53:25,13/07/2016 08:04:52,13/07/2016,6:53:25,13/07/2016,8:04:52,6,Morning,Yes
3641,City,197,Trip Completed,13/07/2016 19:04:23,13/07/2016 20:04:51,13/07/2016,19:04:23,13/07/2016,20:04:51,19,Evening,Yes
4476,Airport,197,Trip Completed,14/07/2016 08:50:51,14/07/2016 09:38:30,14/07/2016,8:50:51,14/07/2016,9:38:30,8,Morning,Yes
4969,City,197,Trip Completed,14/07/2016 18:41:23,14/07/2016 19:09:31,14/07/2016,18:41:23,14/07/2016,19:09:31,18,Evening,Yes
5737,City,197,Trip Completed,15/07/2016 07:49:45,15/07/2016 08:58:00,15/07/2016,7:49:45,15/07/2016,8:58:00,7,Morning,Yes
6102,City,197,Trip Completed,15/07/2016 14:57:52,15/07/2016 15:30:03,15/07/2016,14:57:52,15/07/2016,15:30:03,14,Day,Yes
6721,City,197,Trip Completed,15/07/2016 23:23:48,16/07/2016 00:18:48,15/07/2016,23:23:48,16/07/2016,0:18:48,23,Evening,Yes
11,City,198,Trip Completed,07/11/2016 01:00:00,07/11/2016 01:53:00,11/7/2016,1:00:00,11/7/2016,1:53:00,1,Late Night,Yes
519,City,198,Trip Completed,07/11/2016 09:43:00,07/11/2016 10:54:00,11/7/2016,9:43:00,11/7/2016,10:54:00,9,Morning,Yes
1994,Airport,198,Trip Completed,07/12/2016 12:49:00,07/12/2016 13:48:00,12/7/2016,12:49:00,12/7/2016,13:48:00,12,Day,Yes
2483,Airport,198,Trip Completed,07/12/2016 20:46:00,07/12/2016 21:53:00,12/7/2016,20:46:00,12/7/2016,21:53:00,20,Evening,Yes
2635,City,198,Trip Completed,07/12/2016 22:26:00,07/12/2016 23:33:00,12/7/2016,22:26:00,12/7/2016,23:33:00,22,Evening,Yes
3545,City,198,Trip Completed,13/07/2016 18:00:59,13/07/2016 18:38:39,13/07/2016,18:00:59,13/07/2016,18:38:39,18,Evening,Yes
4730,City,198,Trip Completed,14/07/2016 14:12:00,14/07/2016 15:25:12,14/07/2016,14:12:00,14/07/2016,15:25:12,14,Day,Yes
4976,Airport,198,Trip Completed,14/07/2016 18:46:48,14/07/2016 19:33:36,14/07/2016,18:46:48,14/07/2016,19:33:36,18,Evening,Yes
5789,Airport,198,Trip Completed,15/07/2016 08:32:39,15/07/2016 09:15:16,15/07/2016,8:32:39,15/07/2016,9:15:16,8,Morning,Yes
6030,Airport,198,Trip Completed,15/07/2016 12:54:09,15/07/2016 14:03:29,15/07/2016,12:54:09,15/07/2016,14:03:29,12,Day,Yes
6616,Airport,198,Trip Completed,15/07/2016 21:51:29,15/07/2016 22:20:19,15/07/2016,21:51:29,15/07/2016,22:20:19,21,Evening,Yes
165,Airport,199,Trip Completed,07/11/2016 05:39:00,07/11/2016 06:11:00,11/7/2016,5:39:00,11/7/2016,6:11:00,5,Morning,Yes
1706,City,199,Trip Completed,07/12/2016 08:11:00,07/12/2016 09:12:00,12/7/2016,8:11:00,12/7/2016,9:12:00,8,Morning,Yes
1821,Airport,199,Trip Completed,07/12/2016 09:31:00,07/12/2016 10:36:00,12/7/2016,9:31:00,12/7/2016,10:36:00,9,Morning,Yes
2629,City,199,Trip Completed,07/12/2016 22:13:00,07/12/2016 22:51:00,12/7/2016,22:13:00,12/7/2016,22:51:00,22,Evening,Yes
5227,Airport,199,Trip Completed,14/07/2016 21:02:35,14/07/2016 22:19:25,14/07/2016,21:02:35,14/07/2016,22:19:25,21,Evening,Yes
5374,City,199,Trip Completed,14/07/2016 23:40:04,15/07/2016 00:46:22,14/07/2016,23:40:04,15/07/2016,0:46:22,23,Evening,Yes
5823,City,199,Trip Completed,15/07/2016 08:56:31,15/07/2016 10:07:32,15/07/2016,8:56:31,15/07/2016,10:07:32,8,Morning,Yes
6007,City,199,Trip Completed,15/07/2016 12:15:42,15/07/2016 13:03:40,15/07/2016,12:15:42,15/07/2016,13:03:40,12,Day,Yes
6736,Airport,199,Trip Completed,15/07/2016 23:36:53,16/07/2016 00:20:14,15/07/2016,23:36:53,16/07/2016,0:20:14,23,Evening,Yes
590,City,200,Trip Completed,07/11/2016 11:20:00,07/11/2016 12:10:00,11/7/2016,11:20:00,11/7/2016,12:10:00,11,Day,Yes
779,Airport,200,Trip Completed,07/11/2016 16:40:00,07/11/2016 17:14:00,11/7/2016,16:40:00,11/7/2016,17:14:00,16,Day,Yes
1085,City,200,Trip Completed,07/11/2016 20:03:00,07/11/2016 20:58:00,11/7/2016,20:03:00,11/7/2016,20:58:00,20,Evening,Yes
1435,City,200,Trip Completed,07/12/2016 04:46:00,07/12/2016 05:55:00,12/7/2016,4:46:00,12/7/2016,5:55:00,4,Late Night,Yes
2007,City,200,Trip Completed,07/12/2016 13:24:00,07/12/2016 14:24:00,12/7/2016,13:24:00,12/7/2016,14:24:00,13,Day,Yes
2381,City,200,Trip Completed,07/12/2016 19:41:00,07/12/2016 20:53:00,12/7/2016,19:41:00,12/7/2016,20:53:00,19,Evening,Yes
2912,Airport,200,Trip Completed,13/07/2016 06:13:27,13/07/2016 06:47:48,13/07/2016,6:13:27,13/07/2016,6:47:48,6,Morning,Yes
3453,Airport,200,Trip Completed,13/07/2016 16:56:55,13/07/2016 18:07:05,13/07/2016,16:56:55,13/07/2016,18:07:05,16,Day,Yes
4180,Airport,200,Trip Completed,14/07/2016 05:18:07,14/07/2016 05:52:03,14/07/2016,5:18:07,14/07/2016,5:52:03,5,Morning,Yes
5122,City,200,Trip Completed,14/07/2016 20:04:32,14/07/2016 20:53:21,14/07/2016,20:04:32,14/07/2016,20:53:21,20,Evening,Yes
5531,Airport,200,Trip Completed,15/07/2016 05:23:07,15/07/2016 06:26:16,15/07/2016,5:23:07,15/07/2016,6:26:16,5,Morning,Yes
6582,City,200,Trip Completed,15/07/2016 21:22:16,15/07/2016 22:06:38,15/07/2016,21:22:16,15/07/2016,22:06:38,21,Evening,Yes
406,Airport,201,Trip Completed,07/11/2016 08:36:00,07/11/2016 09:34:00,11/7/2016,8:36:00,11/7/2016,9:34:00,8,Morning,Yes
740,Airport,201,Trip Completed,07/11/2016 15:35:00,07/11/2016 16:15:00,11/7/2016,15:35:00,11/7/2016,16:15:00,15,Day,Yes
1312,City,201,Trip Completed,07/11/2016 22:48:00,07/11/2016 23:37:00,11/7/2016,22:48:00,11/7/2016,23:37:00,22,Evening,Yes
1540,Airport,201,Trip Completed,07/12/2016 06:04:00,07/12/2016 06:55:00,12/7/2016,6:04:00,12/7/2016,6:55:00,6,Morning,Yes
1962,City,201,Trip Completed,07/12/2016 11:59:00,07/12/2016 13:01:00,12/7/2016,11:59:00,12/7/2016,13:01:00,11,Day,Yes
2173,Airport,201,Trip Completed,07/12/2016 17:34:00,07/12/2016 18:33:00,12/7/2016,17:34:00,12/7/2016,18:33:00,17,Evening,Yes
3375,City,201,Trip Completed,13/07/2016 14:12:23,13/07/2016 14:55:59,13/07/2016,14:12:23,13/07/2016,14:55:59,14,Day,Yes
3540,City,201,Trip Completed,13/07/2016 17:58:52,13/07/2016 18:29:14,13/07/2016,17:58:52,13/07/2016,18:29:14,17,Evening,Yes
4671,City,201,Trip Completed,14/07/2016 12:29:14,14/07/2016 13:28:04,14/07/2016,12:29:14,14/07/2016,13:28:04,12,Day,Yes
5336,Airport,201,Trip Completed,14/07/2016 22:25:11,14/07/2016 23:41:47,14/07/2016,22:25:11,14/07/2016,23:41:47,22,Evening,Yes
5734,City,201,Trip Completed,15/07/2016 07:44:41,15/07/2016 08:53:11,15/07/2016,7:44:41,15/07/2016,8:53:11,7,Morning,Yes
197,City,202,Trip Completed,07/11/2016 06:00:00,07/11/2016 06:49:00,11/7/2016,6:00:00,11/7/2016,6:49:00,6,Morning,Yes
819,Airport,202,Trip Completed,07/11/2016 17:29:00,07/11/2016 18:12:00,11/7/2016,17:29:00,11/7/2016,18:12:00,17,Evening,Yes
1527,Airport,202,Trip Completed,07/12/2016 05:52:00,07/12/2016 07:07:00,12/7/2016,5:52:00,12/7/2016,7:07:00,5,Morning,Yes
3229,Airport,202,Trip Completed,13/07/2016 09:54:42,13/07/2016 11:06:56,13/07/2016,9:54:42,13/07/2016,11:06:56,9,Morning,Yes
4638,City,202,Trip Completed,14/07/2016 11:38:13,14/07/2016 12:38:04,14/07/2016,11:38:13,14/07/2016,12:38:04,11,Day,Yes
5075,City,202,Trip Completed,14/07/2016 19:45:45,14/07/2016 20:25:43,14/07/2016,19:45:45,14/07/2016,20:25:43,19,Evening,Yes
5455,City,202,Trip Completed,15/07/2016 03:47:48,15/07/2016 04:53:45,15/07/2016,3:47:48,15/07/2016,4:53:45,3,Late Night,Yes
5738,City,202,Trip Completed,15/07/2016 07:53:45,15/07/2016 08:20:46,15/07/2016,7:53:45,15/07/2016,8:20:46,7,Morning,Yes
6167,Airport,202,Trip Completed,15/07/2016 16:43:19,15/07/2016 17:24:19,15/07/2016,16:43:19,15/07/2016,17:24:19,16,Day,Yes
