Request_id,Pickup_point,Driver_id,Status,Request_DateTime,Drop_DateTime,Request_Date,Request_Time,Drop_Date,Drop_Time,Request_Hour,Time_Slot,Trip_Completed,
884,Airport,241,Trip Completed,11/7/2016 18:03,11/7/2016 18:37,11/7/2016,6:03:00 PM,11/7/2016,6:37:00 PM,18,Evening,Yes,
885,Airport,NA,No Cars Available,11/7/2016 18:09,NA,11/7/2016,6:09:00 PM,NA,NA,18,Evening,No,
886,Airport,NA,No Cars Available,11/7/2016 18:05,NA,11/7/2016,6:05:00 PM,NA,NA,18,Evening,No,
887,Airport,160,Trip Completed,11/7/2016 18:10,11/7/2016 18:47,11/7/2016,6:10:00 PM,11/7/2016,6:47:00 PM,18,Evening,Yes,
888,Airport,NA,No Cars Available,11/7/2016 18:09,NA,11/7/2016,6:09:00 PM,NA,NA,18,Evening,No,
889,Airport,NA,No Cars Available,11/7/2016 18:11,NA,11/7/2016,6:11:00 PM,NA,NA,18,Evening,No,
890,Airport,NA,No Cars Available,11/7/2016 18:07,NA,11/7/2016,6:07:00 PM,NA,NA,18,Evening,No,
891,Airport,89,Trip Completed,11/7/2016 18:10,11/7/2016 19:14,11/7/2016,6:10:00 PM,11/7/2016,7:14:00 PM,18,Evening,Yes,
892,Airport,NA,No Cars Available,11/7/2016 18:12,NA,11/7/2016,6:12:00 PM,NA,NA,18,Evening,No,
893,Airport,NA,No Cars Available,11/7/2016 18:11,NA,11/7/2016,6:11:00 PM,NA,NA,18,Evening,No,
894,Airport,NA,No Cars Available,11/7/2016 18:07,NA,11/7/2016,6:07:00 PM,NA,NA,18,Evening,No,
895,Airport,NA,No Cars Available,11/7/2016 18:10,NA,11/7/2016,6:10:00 PM,NA,NA,18,Evening,No,
896,City,NA,No Cars Available,11/7/2016 18:11,NA,11/7/2016,6:11:00 PM,NA,NA,18,Evening,No,
897,Airport,NA,No Cars Available,11/7/2016 18:13,NA,11/7/2016,6:13:00 PM,NA,NA,18,Evening,No,
898,Airport,26,Trip Completed,11/7/2016 18:14,11/7/2016 19:09,11/7/2016,6:14:00 PM,11/7/2016,7:09:00 PM,18,Evening,Yes,
899,City,77,Trip Completed,11/7/2016 18:09,11/7/2016 19:16,11/7/2016,6:09:00 PM,11/7/2016,7:16:00 PM,18,Evening,Yes,
900,Airport,254,Trip Completed,11/7/2016 18:13,11/7/2016 18:51,11/7/2016,6:13:00 PM,11/7/2016,6:51:00 PM,18,Evening,Yes,
901,Airport,NA,No Cars Available,11/7/2016 18:14,NA,11/7/2016,6:14:00 PM,NA,NA,18,Evening,No,
902,Airport,NA,No Cars Available,11/7/2016 18:13,NA,11/7/2016,6:13:00 PM,NA,NA,18,Evening,No,
903,City,170,Cancelled,11/7/2016 18:14,NA,11/7/2016,6:14:00 PM,NA,NA,18,Evening,No,
904,Airport,224,Trip Completed,11/7/2016 18:11,11/7/2016 19:23,11/7/2016,6:11:00 PM,11/7/2016,7:23:00 PM,18,Evening,Yes,
905,Airport,NA,No Cars Available,11/7/2016 18:17,NA,11/7/2016,6:17:00 PM,NA,NA,18,Evening,No,
906,Airport,NA,No Cars Available,11/7/2016 18:12,NA,11/7/2016,6:12:00 PM,NA,NA,18,Evening,No,
907,Airport,NA,No Cars Available,11/7/2016 18:21,NA,11/7/2016,6:21:00 PM,NA,NA,18,Evening,No,
908,Airport,NA,No Cars Available,11/7/2016 18:17,NA,11/7/2016,6:17:00 PM,NA,NA,18,Evening,No,
909,Airport,203,Trip Completed,11/7/2016 18:16,11/7/2016 19:07,11/7/2016,6:16:00 PM,11/7/2016,7:07:00 PM,18,Evening,Yes,
910,Airport,269,Trip Completed,11/7/2016 18:21,11/7/2016 19:01,11/7/2016,6:21:00 PM,11/7/2016,7:01:00 PM,18,Evening,Yes,
911,Airport,NA,No Cars Available,11/7/2016 18:21,NA,11/7/2016,6:21:00 PM,NA,NA,18,Evening,No,
912,Airport,NA,No Cars Available,11/7/2016 18:23,NA,11/7/2016,6:23:00 PM,NA,NA,18,Evening,No,
913,Airport,93,Trip Completed,11/7/2016 18:18,11/7/2016 19:15,11/7/2016,6:18:00 PM,11/7/2016,7:15:00 PM,18,Evening,Yes,
914,City,110,Trip Completed,11/7/2016 18:17,11/7/2016 18:58,11/7/2016,6:17:00 PM,11/7/2016,6:58:00 PM,18,Evening,Yes,
915,Airport,NA,No Cars Available,11/7/2016 18:18,NA,11/7/2016,6:18:00 PM,NA,NA,18,Evening,No,
916,Airport,NA,No Cars Available,11/7/2016 18:21,NA,11/7/2016,6:21:00 PM,NA,NA,18,Evening,No,
917,Airport,NA,No Cars Available,11/7/2016 18:28,NA,11/7/2016,6:28:00 PM,NA,NA,18,Evening,No,
918,Airport,33,Trip Completed,11/7/2016 18:22,11/7/2016 19:04,11/7/2016,6:22:00 PM,11/7/2016,7:04:00 PM,18,Evening,Yes,
919,Airport,227,Trip Completed,11/7/2016 18:25,11/7/2016 19:03,11/7/2016,6:25:00 PM,11/7/2016,7:03:00 PM,18,Evening,Yes,
920,Airport,NA,No Cars Available,11/7/2016 18:19,NA,11/7/2016,6:19:00 PM,NA,NA,18,Evening,No,
921,Airport,NA,No Cars Available,11/7/2016 18:24,NA,11/7/2016,6:24:00 PM,NA,NA,18,Evening,No,
922,Airport,NA,No Cars Available,11/7/2016 18:16,NA,11/7/2016,6:16:00 PM,NA,NA,18,Evening,No,
923,City,176,Trip Completed,11/7/2016 18:26,11/7/2016 19:37,11/7/2016,6:26:00 PM,11/7/2016,7:37:00 PM,18,Evening,Yes,
924,Airport,NA,No Cars Available,11/7/2016 18:30,NA,11/7/2016,6:30:00 PM,NA,NA,18,Evening,No,
925,Airport,NA,No Cars Available,11/7/2016 18:22,NA,11/7/2016,6:22:00 PM,NA,NA,18,Evening,No,
926,City,22,Trip Completed,11/7/2016 18:28,11/7/2016 19:34,11/7/2016,6:28:00 PM,11/7/2016,7:34:00 PM,18,Evening,Yes,
927,Airport,134,Trip Completed,11/7/2016 18:22,11/7/2016 18:59,11/7/2016,6:22:00 PM,11/7/2016,6:59:00 PM,18,Evening,Yes,
928,City,149,Trip Completed,11/7/2016 18:29,11/7/2016 19:15,11/7/2016,6:29:00 PM,11/7/2016,7:15:00 PM,18,Evening,Yes,
929,Airport,163,Cancelled,11/7/2016 18:24,NA,11/7/2016,6:24:00 PM,NA,NA,18,Evening,No,
930,City,273,Trip Completed,11/7/2016 18:27,11/7/2016 19:08,11/7/2016,6:27:00 PM,11/7/2016,7:08:00 PM,18,Evening,Yes,
931,Airport,NA,No Cars Available,11/7/2016 18:27,NA,11/7/2016,6:27:00 PM,NA,NA,18,Evening,No,
932,City,286,Trip Completed,11/7/2016 18:28,11/7/2016 19:20,11/7/2016,6:28:00 PM,11/7/2016,7:20:00 PM,18,Evening,Yes,
933,Airport,NA,No Cars Available,11/7/2016 18:29,NA,11/7/2016,6:29:00 PM,NA,NA,18,Evening,No,
934,Airport,NA,No Cars Available,11/7/2016 18:29,NA,11/7/2016,6:29:00 PM,NA,NA,18,Evening,No,
935,Airport,NA,No Cars Available,11/7/2016 18:22,NA,11/7/2016,6:22:00 PM,NA,NA,18,Evening,No,
936,Airport,82,Trip Completed,11/7/2016 18:28,11/7/2016 19:25,11/7/2016,6:28:00 PM,11/7/2016,7:25:00 PM,18,Evening,Yes,
937,Airport,NA,No Cars Available,11/7/2016 18:29,NA,11/7/2016,6:29:00 PM,NA,NA,18,Evening,No,
938,Airport,NA,No Cars Available,11/7/2016 18:31,NA,11/7/2016,6:31:00 PM,NA,NA,18,Evening,No,
939,Airport,17,Trip Completed,11/7/2016 18:25,11/7/2016 19:26,11/7/2016,6:25:00 PM,11/7/2016,7:26:00 PM,18,Evening,Yes,
940,Airport,NA,No Cars Available,11/7/2016 18:32,NA,11/7/2016,6:32:00 PM,NA,NA,18,Evening,No,
941,Airport,NA,No Cars Available,11/7/2016 18:35,NA,11/7/2016,6:35:00 PM,NA,NA,18,Evening,No,
942,Airport,NA,No Cars Available,11/7/2016 18:30,NA,11/7/2016,6:30:00 PM,NA,NA,18,Evening,No,
943,Airport,58,Trip Completed,11/7/2016 18:34,11/7/2016 19:25,11/7/2016,6:34:00 PM,11/7/2016,7:25:00 PM,18,Evening,Yes,
944,City,270,Trip Completed,11/7/2016 18:35,11/7/2016 19:09,11/7/2016,6:35:00 PM,11/7/2016,7:09:00 PM,18,Evening,Yes,
945,Airport,NA,No Cars Available,11/7/2016 18:38,NA,11/7/2016,6:38:00 PM,NA,NA,18,Evening,No,
946,Airport,NA,No Cars Available,11/7/2016 18:36,NA,11/7/2016,6:36:00 PM,NA,NA,18,Evening,No,
947,City,70,Trip Completed,11/7/2016 18:37,11/7/2016 19:04,11/7/2016,6:37:00 PM,11/7/2016,7:04:00 PM,18,Evening,Yes,
948,Airport,NA,No Cars Available,11/7/2016 18:37,NA,11/7/2016,6:37:00 PM,NA,NA,18,Evening,No,
949,Airport,NA,No Cars Available,11/7/2016 18:41,NA,11/7/2016,6:41:00 PM,NA,NA,18,Evening,No,
950,Airport,NA,No Cars Available,11/7/2016 18:36,NA,11/7/2016,6:36:00 PM,NA,NA,18,Evening,No,
951,Airport,69,Trip Completed,11/7/2016 18:38,11/7/2016 19:10,11/7/2016,6:38:00 PM,11/7/2016,7:10:00 PM,18,Evening,Yes,
952,City,109,Trip Completed,11/7/2016 18:39,11/7/2016 19:19,11/7/2016,6:39:00 PM,11/7/2016,7:19:00 PM,18,Evening,Yes,
953,Airport,NA,No Cars Available,11/7/2016 18:35,NA,11/7/2016,6:35:00 PM,NA,NA,18,Evening,No,
954,Airport,147,Cancelled,11/7/2016 18:35,NA,11/7/2016,6:35:00 PM,NA,NA,18,Evening,No,
955,Airport,NA,No Cars Available,11/7/2016 18:40,NA,11/7/2016,6:40:00 PM,NA,NA,18,Evening,No,
956,Airport,NA,No Cars Available,11/7/2016 18:40,NA,11/7/2016,6:40:00 PM,NA,NA,18,Evening,No,
957,Airport,NA,No Cars Available,11/7/2016 18:42,NA,11/7/2016,6:42:00 PM,NA,NA,18,Evening,No,
958,Airport,NA,No Cars Available,11/7/2016 18:42,NA,11/7/2016,6:42:00 PM,NA,NA,18,Evening,No,
959,Airport,NA,No Cars Available,11/7/2016 18:43,NA,11/7/2016,6:43:00 PM,NA,NA,18,Evening,No,
960,Airport,3,Trip Completed,11/7/2016 18:45,11/7/2016 19:23,11/7/2016,6:45:00 PM,11/7/2016,7:23:00 PM,18,Evening,Yes,
961,Airport,NA,No Cars Available,11/7/2016 18:46,NA,11/7/2016,6:46:00 PM,NA,NA,18,Evening,No,
962,Airport,NA,No Cars Available,11/7/2016 18:51,NA,11/7/2016,6:51:00 PM,NA,NA,18,Evening,No,
963,Airport,129,Cancelled,11/7/2016 18:44,NA,11/7/2016,6:44:00 PM,NA,NA,18,Evening,No,
964,Airport,NA,No Cars Available,11/7/2016 18:46,NA,11/7/2016,6:46:00 PM,NA,NA,18,Evening,No,
965,Airport,NA,No Cars Available,11/7/2016 18:50,NA,11/7/2016,6:50:00 PM,NA,NA,18,Evening,No,
966,Airport,NA,No Cars Available,11/7/2016 18:48,NA,11/7/2016,6:48:00 PM,NA,NA,18,Evening,No,
967,Airport,225,Trip Completed,11/7/2016 18:42,11/7/2016 19:33,11/7/2016,6:42:00 PM,11/7/2016,7:33:00 PM,18,Evening,Yes,
968,Airport,NA,No Cars Available,11/7/2016 18:49,NA,11/7/2016,6:49:00 PM,NA,NA,18,Evening,No,
969,Airport,NA,No Cars Available,11/7/2016 18:55,NA,11/7/2016,6:55:00 PM,NA,NA,18,Evening,No,
970,Airport,NA,No Cars Available,11/7/2016 18:49,NA,11/7/2016,6:49:00 PM,NA,NA,18,Evening,No,
971,Airport,NA,No Cars Available,11/7/2016 18:49,NA,11/7/2016,6:49:00 PM,NA,NA,18,Evening,No,
972,Airport,266,Trip Completed,11/7/2016 18:52,11/7/2016 19:44,11/7/2016,6:52:00 PM,11/7/2016,7:44:00 PM,18,Evening,Yes,
973,Airport,NA,No Cars Available,11/7/2016 18:54,NA,11/7/2016,6:54:00 PM,NA,NA,18,Evening,No,
974,Airport,NA,No Cars Available,11/7/2016 18:58,NA,11/7/2016,6:58:00 PM,NA,NA,18,Evening,No,
975,Airport,130,Trip Completed,11/7/2016 18:54,11/7/2016 20:05,11/7/2016,6:54:00 PM,11/7/2016,8:05:00 PM,18,Evening,Yes,
976,Airport,96,Trip Completed,11/7/2016 18:54,11/7/2016 19:48,11/7/2016,6:54:00 PM,11/7/2016,7:48:00 PM,18,Evening,Yes,
977,Airport,NA,No Cars Available,11/7/2016 19:01,NA,11/7/2016,7:01:00 PM,NA,NA,19,Evening,No,
978,Airport,NA,No Cars Available,11/7/2016 19:02,NA,11/7/2016,7:02:00 PM,NA,NA,19,Evening,No,
979,Airport,NA,No Cars Available,11/7/2016 19:00,NA,11/7/2016,7:00:00 PM,NA,NA,19,Evening,No,
980,Airport,87,Trip Completed,11/7/2016 19:00,11/7/2016 20:15,11/7/2016,7:00:00 PM,11/7/2016,8:15:00 PM,19,Evening,Yes,
981,City,164,Trip Completed,11/7/2016 19:01,11/7/2016 19:39,11/7/2016,7:01:00 PM,11/7/2016,7:39:00 PM,19,Evening,Yes,
982,Airport,NA,No Cars Available,11/7/2016 19:01,NA,11/7/2016,7:01:00 PM,NA,NA,19,Evening,No,
983,Airport,NA,No Cars Available,11/7/2016 18:58,NA,11/7/2016,6:58:00 PM,NA,NA,18,Evening,No,
984,Airport,NA,No Cars Available,11/7/2016 19:02,NA,11/7/2016,7:02:00 PM,NA,NA,19,Evening,No,
985,City,NA,No Cars Available,11/7/2016 18:58,NA,11/7/2016,6:58:00 PM,NA,NA,18,Evening,No,
986,Airport,NA,No Cars Available,11/7/2016 19:01,NA,11/7/2016,7:01:00 PM,NA,NA,19,Evening,No,
987,Airport,NA,No Cars Available,11/7/2016 18:59,NA,11/7/2016,6:59:00 PM,NA,NA,18,Evening,No,
988,Airport,NA,No Cars Available,11/7/2016 19:02,NA,11/7/2016,7:02:00 PM,NA,NA,19,Evening,No,
989,Airport,NA,No Cars Available,11/7/2016 18:57,NA,11/7/2016,6:57:00 PM,NA,NA,18,Evening,No,
990,Airport,NA,No Cars Available,11/7/2016 19:03,NA,11/7/2016,7:03:00 PM,NA,NA,19,Evening,No,
991,Airport,NA,No Cars Available,11/7/2016 19:02,NA,11/7/2016,7:02:00 PM,NA,NA,19,Evening,No,
992,City,263,Trip Completed,11/7/2016 19:00,11/7/2016 20:12,11/7/2016,7:00:00 PM,11/7/2016,8:12:00 PM,19,Evening,Yes,
993,City,297,Trip Completed,11/7/2016 19:00,11/7/2016 19:41,11/7/2016,7:00:00 PM,11/7/2016,7:41:00 PM,19,Evening,Yes,
994,Airport,NA,No Cars Available,11/7/2016 19:02,NA,11/7/2016,7:02:00 PM,NA,NA,19,Evening,No,
995,Airport,47,Trip Completed,11/7/2016 19:11,11/7/2016 19:33,11/7/2016,7:11:00 PM,11/7/2016,7:33:00 PM,19,Evening,Yes,
996,Airport,NA,No Cars Available,11/7/2016 19:10,NA,11/7/2016,7:10:00 PM,NA,NA,19,Evening,No,
997,Airport,NA,No Cars Available,11/7/2016 19:05,NA,11/7/2016,7:05:00 PM,NA,NA,19,Evening,No,
998,Airport,145,Trip Completed,11/7/2016 19:01,11/7/2016 19:48,11/7/2016,7:01:00 PM,11/7/2016,7:48:00 PM,19,Evening,Yes,
999,City,212,Trip Completed,11/7/2016 19:06,11/7/2016 20:20,11/7/2016,7:06:00 PM,11/7/2016,8:20:00 PM,19,Evening,Yes,
1000,Airport,NA,No Cars Available,11/7/2016 19:02,NA,11/7/2016,7:02:00 PM,NA,NA,19,Evening,No,
1001,Airport,NA,No Cars Available,11/7/2016 19:05,NA,11/7/2016,7:05:00 PM,NA,NA,19,Evening,No,
1002,Airport,129,Trip Completed,11/7/2016 19:14,11/7/2016 20:01,11/7/2016,7:14:00 PM,11/7/2016,8:01:00 PM,19,Evening,Yes,
1003,Airport,NA,No Cars Available,11/7/2016 19:12,NA,11/7/2016,7:12:00 PM,NA,NA,19,Evening,No,
1004,Airport,NA,No Cars Available,11/7/2016 19:11,NA,11/7/2016,7:11:00 PM,NA,NA,19,Evening,No,
1005,City,78,Trip Completed,11/7/2016 19:07,11/7/2016 19:53,11/7/2016,7:07:00 PM,11/7/2016,7:53:00 PM,19,Evening,Yes,
1006,Airport,125,Trip Completed,11/7/2016 19:08,11/7/2016 19:40,11/7/2016,7:08:00 PM,11/7/2016,7:40:00 PM,19,Evening,Yes,
1007,City,124,Trip Completed,11/7/2016 19:14,11/7/2016 19:46,11/7/2016,7:14:00 PM,11/7/2016,7:46:00 PM,19,Evening,Yes,
1008,Airport,293,Trip Completed,11/7/2016 19:05,11/7/2016 20:09,11/7/2016,7:05:00 PM,11/7/2016,8:09:00 PM,19,Evening,Yes,
1009,Airport,NA,No Cars Available,11/7/2016 19:11,NA,11/7/2016,7:11:00 PM,NA,NA,19,Evening,No,
1010,City,134,Trip Completed,11/7/2016 19:14,11/7/2016 20:09,11/7/2016,7:14:00 PM,11/7/2016,8:09:00 PM,19,Evening,Yes,
1011,Airport,168,Cancelled,11/7/2016 19:08,NA,11/7/2016,7:08:00 PM,NA,NA,19,Evening,No,
1012,City,13,Trip Completed,11/7/2016 19:15,11/7/2016 19:57,11/7/2016,7:15:00 PM,11/7/2016,7:57:00 PM,19,Evening,Yes,
1013,Airport,NA,No Cars Available,11/7/2016 19:15,NA,11/7/2016,7:15:00 PM,NA,NA,19,Evening,No,
1014,Airport,128,Trip Completed,11/7/2016 19:14,11/7/2016 20:06,11/7/2016,7:14:00 PM,11/7/2016,8:06:00 PM,19,Evening,Yes,
1015,City,182,Trip Completed,11/7/2016 19:15,11/7/2016 20:11,11/7/2016,7:15:00 PM,11/7/2016,8:11:00 PM,19,Evening,Yes,
1016,Airport,NA,No Cars Available,11/7/2016 19:15,NA,11/7/2016,7:15:00 PM,NA,NA,19,Evening,No,
1017,Airport,NA,No Cars Available,11/7/2016 19:17,NA,11/7/2016,7:17:00 PM,NA,NA,19,Evening,No,
1018,Airport,NA,No Cars Available,11/7/2016 19:17,NA,11/7/2016,7:17:00 PM,NA,NA,19,Evening,No,
1019,Airport,NA,No Cars Available,11/7/2016 19:22,NA,11/7/2016,7:22:00 PM,NA,NA,19,Evening,No,
1020,Airport,157,Trip Completed,11/7/2016 19:17,11/7/2016 20:08,11/7/2016,7:17:00 PM,11/7/2016,8:08:00 PM,19,Evening,Yes,
1021,Airport,NA,No Cars Available,11/7/2016 19:20,NA,11/7/2016,7:20:00 PM,NA,NA,19,Evening,No,
1022,Airport,NA,No Cars Available,11/7/2016 19:22,NA,11/7/2016,7:22:00 PM,NA,NA,19,Evening,No,
1023,Airport,NA,No Cars Available,11/7/2016 19:18,NA,11/7/2016,7:18:00 PM,NA,NA,19,Evening,No,
1024,Airport,122,Trip Completed,11/7/2016 19:20,11/7/2016 20:20,11/7/2016,7:20:00 PM,11/7/2016,8:20:00 PM,19,Evening,Yes,
1025,Airport,NA,No Cars Available,11/7/2016 19:19,NA,11/7/2016,7:19:00 PM,NA,NA,19,Evening,No,
1026,Airport,NA,No Cars Available,11/7/2016 19:19,NA,11/7/2016,7:19:00 PM,NA,NA,19,Evening,No,
1027,Airport,15,Trip Completed,11/7/2016 19:18,11/7/2016 20:24,11/7/2016,7:18:00 PM,11/7/2016,8:24:00 PM,19,Evening,Yes,
1028,Airport,NA,No Cars Available,11/7/2016 19:17,NA,11/7/2016,7:17:00 PM,NA,NA,19,Evening,No,
1029,Airport,NA,No Cars Available,11/7/2016 19:16,NA,11/7/2016,7:16:00 PM,NA,NA,19,Evening,No,
1030,Airport,195,Cancelled,11/7/2016 19:14,NA,11/7/2016,7:14:00 PM,NA,NA,19,Evening,No,
1031,Airport,NA,No Cars Available,11/7/2016 19:24,NA,11/7/2016,7:24:00 PM,NA,NA,19,Evening,No,
1032,Airport,NA,No Cars Available,11/7/2016 19:24,NA,11/7/2016,7:24:00 PM,NA,NA,19,Evening,No,
1033,Airport,NA,No Cars Available,11/7/2016 19:30,NA,11/7/2016,7:30:00 PM,NA,NA,19,Evening,No,
1034,Airport,58,Cancelled,11/7/2016 19:27,NA,11/7/2016,7:27:00 PM,NA,NA,19,Evening,No,
1035,Airport,NA,No Cars Available,11/7/2016 19:29,NA,11/7/2016,7:29:00 PM,NA,NA,19,Evening,No,
1036,Airport,NA,No Cars Available,11/7/2016 19:33,NA,11/7/2016,7:33:00 PM,NA,NA,19,Evening,No,
1037,Airport,NA,No Cars Available,11/7/2016 19:31,NA,11/7/2016,7:31:00 PM,NA,NA,19,Evening,No,
1038,Airport,NA,No Cars Available,11/7/2016 19:35,NA,11/7/2016,7:35:00 PM,NA,NA,19,Evening,No,
1039,City,7,Trip Completed,11/7/2016 19:31,11/7/2016 20:41,11/7/2016,7:31:00 PM,11/7/2016,8:41:00 PM,19,Evening,Yes,
1040,City,283,Trip Completed,11/7/2016 19:33,11/7/2016 20:15,11/7/2016,7:33:00 PM,11/7/2016,8:15:00 PM,19,Evening,Yes,
1041,Airport,NA,No Cars Available,11/7/2016 19:34,NA,11/7/2016,7:34:00 PM,NA,NA,19,Evening,No,
1042,Airport,NA,No Cars Available,11/7/2016 19:33,NA,11/7/2016,7:33:00 PM,NA,NA,19,Evening,No,
1043,Airport,NA,No Cars Available,11/7/2016 19:34,NA,11/7/2016,7:34:00 PM,NA,NA,19,Evening,No,
1044,City,261,Trip Completed,11/7/2016 19:35,11/7/2016 20:18,11/7/2016,7:35:00 PM,11/7/2016,8:18:00 PM,19,Evening,Yes,
1045,City,NA,No Cars Available,11/7/2016 19:40,NA,11/7/2016,7:40:00 PM,NA,NA,19,Evening,No,
1046,Airport,132,Trip Completed,11/7/2016 19:31,11/7/2016 20:12,11/7/2016,7:31:00 PM,11/7/2016,8:12:00 PM,19,Evening,Yes,
1047,Airport,NA,No Cars Available,11/7/2016 19:39,NA,11/7/2016,7:39:00 PM,NA,NA,19,Evening,No,
1048,Airport,NA,No Cars Available,11/7/2016 19:41,NA,11/7/2016,7:41:00 PM,NA,NA,19,Evening,No,
1049,Airport,NA,No Cars Available,11/7/2016 19:40,NA,11/7/2016,7:40:00 PM,NA,NA,19,Evening,No,
1050,Airport,8,Trip Completed,11/7/2016 19:39,11/7/2016 20:30,11/7/2016,7:39:00 PM,11/7/2016,8:30:00 PM,19,Evening,Yes,
1051,Airport,164,Cancelled,11/7/2016 19:44,NA,11/7/2016,7:44:00 PM,NA,NA,19,Evening,No,
1052,Airport,295,Trip Completed,11/7/2016 19:42,11/7/2016 20:54,11/7/2016,7:42:00 PM,11/7/2016,8:54:00 PM,19,Evening,Yes,
1053,Airport,NA,No Cars Available,11/7/2016 19:45,NA,11/7/2016,7:45:00 PM,NA,NA,19,Evening,No,
1054,Airport,NA,No Cars Available,11/7/2016 19:42,NA,11/7/2016,7:42:00 PM,NA,NA,19,Evening,No,
1055,City,NA,No Cars Available,11/7/2016 19:46,NA,11/7/2016,7:46:00 PM,NA,NA,19,Evening,No,
1056,City,185,Trip Completed,11/7/2016 19:49,11/7/2016 20:28,11/7/2016,7:49:00 PM,11/7/2016,8:28:00 PM,19,Evening,Yes,
1057,Airport,233,Trip Completed,11/7/2016 19:53,11/7/2016 20:42,11/7/2016,7:53:00 PM,11/7/2016,8:42:00 PM,19,Evening,Yes,
1058,Airport,NA,No Cars Available,11/7/2016 19:47,NA,11/7/2016,7:47:00 PM,NA,NA,19,Evening,No,
1059,Airport,258,Trip Completed,11/7/2016 19:49,11/7/2016 21:03,11/7/2016,7:49:00 PM,11/7/2016,9:03:00 PM,19,Evening,Yes,
1060,City,274,Trip Completed,11/7/2016 19:50,11/7/2016 20:48,11/7/2016,7:50:00 PM,11/7/2016,8:48:00 PM,19,Evening,Yes,
1061,Airport,NA,No Cars Available,11/7/2016 19:44,NA,11/7/2016,7:44:00 PM,NA,NA,19,Evening,No,
1062,Airport,NA,No Cars Available,11/7/2016 19:53,NA,11/7/2016,7:53:00 PM,NA,NA,19,Evening,No,
1063,Airport,NA,No Cars Available,11/7/2016 19:51,NA,11/7/2016,7:51:00 PM,NA,NA,19,Evening,No,
1064,City,31,Trip Completed,11/7/2016 19:53,11/7/2016 20:31,11/7/2016,7:53:00 PM,11/7/2016,8:31:00 PM,19,Evening,Yes,
1065,Airport,218,Trip Completed,11/7/2016 19:51,11/7/2016 20:43,11/7/2016,7:51:00 PM,11/7/2016,8:43:00 PM,19,Evening,Yes,
1066,Airport,270,Trip Completed,11/7/2016 19:58,11/7/2016 20:51,11/7/2016,7:58:00 PM,11/7/2016,8:51:00 PM,19,Evening,Yes,
1067,Airport,NA,No Cars Available,11/7/2016 19:53,NA,11/7/2016,7:53:00 PM,NA,NA,19,Evening,No,
1068,City,24,Trip Completed,11/7/2016 19:52,11/7/2016 20:48,11/7/2016,7:52:00 PM,11/7/2016,8:48:00 PM,19,Evening,Yes,
1069,Airport,NA,No Cars Available,11/7/2016 19:57,NA,11/7/2016,7:57:00 PM,NA,NA,19,Evening,No,
1070,City,59,Trip Completed,11/7/2016 19:58,11/7/2016 20:58,11/7/2016,7:58:00 PM,11/7/2016,8:58:00 PM,19,Evening,Yes,
1071,Airport,292,Trip Completed,11/7/2016 19:58,11/7/2016 20:32,11/7/2016,7:58:00 PM,11/7/2016,8:32:00 PM,19,Evening,Yes,
1072,Airport,NA,No Cars Available,11/7/2016 19:54,NA,11/7/2016,7:54:00 PM,NA,NA,19,Evening,No,
1073,Airport,NA,No Cars Available,11/7/2016 19:58,NA,11/7/2016,7:58:00 PM,NA,NA,19,Evening,No,
1074,Airport,NA,No Cars Available,11/7/2016 20:00,NA,11/7/2016,8:00:00 PM,NA,NA,20,Evening,No,
1075,City,NA,No Cars Available,11/7/2016 20:01,NA,11/7/2016,8:01:00 PM,NA,NA,20,Evening,No,
1076,Airport,NA,No Cars Available,11/7/2016 20:02,NA,11/7/2016,8:02:00 PM,NA,NA,20,Evening,No,
1077,Airport,118,Trip Completed,11/7/2016 19:55,11/7/2016 20:44,11/7/2016,7:55:00 PM,11/7/2016,8:44:00 PM,19,Evening,Yes,
1078,Airport,NA,No Cars Available,11/7/2016 20:01,NA,11/7/2016,8:01:00 PM,NA,NA,20,Evening,No,
1079,Airport,NA,No Cars Available,11/7/2016 20:01,NA,11/7/2016,8:01:00 PM,NA,NA,20,Evening,No,
1080,Airport,107,Trip Completed,11/7/2016 19:59,11/7/2016 20:38,11/7/2016,7:59:00 PM,11/7/2016,8:38:00 PM,19,Evening,Yes,
1081,Airport,NA,No Cars Available,11/7/2016 20:07,NA,11/7/2016,8:07:00 PM,NA,NA,20,Evening,No,
1082,Airport,NA,No Cars Available,11/7/2016 20:06,NA,11/7/2016,8:06:00 PM,NA,NA,20,Evening,No,
1083,Airport,NA,No Cars Available,11/7/2016 20:04,NA,11/7/2016,8:04:00 PM,NA,NA,20,Evening,No,
1084,Airport,137,Trip Completed,11/7/2016 19:59,11/7/2016 20:33,11/7/2016,7:59:00 PM,11/7/2016,8:33:00 PM,19,Evening,Yes,
1085,City,200,Trip Completed,11/7/2016 20:03,11/7/2016 20:58,11/7/2016,8:03:00 PM,11/7/2016,8:58:00 PM,20,Evening,Yes,
1086,Airport,244,Trip Completed,11/7/2016 20:02,11/7/2016 20:34,11/7/2016,8:02:00 PM,11/7/2016,8:34:00 PM,20,Evening,Yes,
1087,Airport,NA,No Cars Available,11/7/2016 20:09,NA,11/7/2016,8:09:00 PM,NA,NA,20,Evening,No,
1088,Airport,NA,No Cars Available,11/7/2016 20:06,NA,11/7/2016,8:06:00 PM,NA,NA,20,Evening,No,
